,StationName,County,BeginGageServiceDate,EndGageServiceDate,TotalPrecipitation_inches,WaterYear,Notes_FlaggedResults,x_coord,y_coord,min_distance,wstation_x,wstation_y,latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,year,temp_max_mean,temp_min_mean,temp_min_ann,temp_max_ann,temp_min_at_max_ann,temp_max_at_min_ann,temp_mean_ann,temp_mean_max,temp_mean_min,wind_speed_max_min,wind_speed_max_max,wind_speed_max_mean,wind_gusts_max_min,wind_gusts_max_max,wind_gusts_max_mean,precipitation_hours_sum,precipitation_hours_mean,evapotranspiration_min,evapotranspiration_max,evapotranspiration_mean
82906,Pepperdine Camp,Modoc,9/1/2020,9/17/2021,22.44,2021,,-120.2463232,41.45416399,0.0032889064094397263,-120.30217,41.441124,41.441124,-120.30217,2035.0,-28800,America/Los_Angeles,GMT-8,2021,53.43424657534246,34.00493150684931,-1.2,90.6,81.0,53.5,43.92493150684932,77.9,13.1,3.6,21.5,10.59945205479452,7.6,61.1,27.169315068493148,1219.0,3.33972602739726,0.008,0.336,0.1271178082191781
83271,Pepperdine Camp,Modoc,9/17/2021,10/5/2022,26.61,2022,,-120.2463232,41.45416399,0.0032889064094397263,-120.30217,41.441124,41.441124,-120.30217,2035.0,-28800,America/Los_Angeles,GMT-8,2022,52.170136986301365,32.37452054794521,1.3,89.9,81.0,53.5,42.57178082191781,78.3,7.3,3.2,26.4,10.521095890410958,6.7,69.3,25.912328767123288,1169.0,3.202739726027397,0.007,0.308,0.12086027397260274
83636,Pepperdine Camp,Modoc,10/5/2022,8/28/2023,31.45,2023,,-120.2463232,41.45416399,0.0032889064094397263,-120.30217,41.441124,41.441124,-120.30217,2035.0,-28800,America/Los_Angeles,GMT-8,2023,49.966849315068494,31.833972602739724,1.6,88.0,81.0,53.5,40.88493150684931,73.4,7.4,3.0,22.1,9.677260273972601,7.8,52.6,24.286027397260273,1423.0,3.8986301369863012,0.009,0.309,0.11055890410958905
84001,Plaskett Meadow,Glen,9/11/2013,9/18/2014,34.57,2014,,-122.8578731,39.73542903,0.058269604709472914,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2014,59.281643835616435,39.72958904109589,18.4,90.8,81.0,53.5,48.84438356164384,74.7,22.2,2.0,12.0,5.681917808219178,8.1,61.3,24.26027397260274,1146.0,3.1397260273972605,0.007,0.264,0.12236438356164382
84366,Plaskett Meadow,Glen,9/18/2014,9/8/2015,43.82,2015,,-122.8578731,39.73542903,0.058269604709472914,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2015,59.05287671232877,39.39397260273972,15.2,88.5,81.0,53.5,48.52191780821918,74.8,20.9,1.8,15.3,5.456438356164384,7.8,67.8,23.544383561643837,952.0,2.6082191780821917,0.006,0.254,0.1221945205479452
84731,Plaskett Meadow,Glen,9/8/2015,9/7/2016,67.36,2016,,-122.8578731,39.73542903,0.058269604709472914,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2016,56.8,37.76311475409836,12.3,90.8,81.0,53.5,46.69562841530054,76.9,18.7,1.9,12.5,5.7887978142076495,10.5,57.9,25.274863387978144,1348.0,3.6830601092896176,0.007,0.264,0.11615027322404373
85097,Plaskett Meadow,Glen,9/7/2016,9/19/2017,95.21,2017,,-122.8578731,39.73542903,0.058269604709472914,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2017,54.24054794520548,32.961643835616435,4.8,89.5,81.0,53.5,43.00383561643836,75.4,12.0,2.9,18.1,7.345479452054795,9.6,79.9,28.333972602739724,1575.0,4.315068493150685,0.006,0.284,0.11365479452054796
85462,Plaskett Meadow,Glen,9/19/2017,9/30/2018,37.13,2018,,-122.8578731,39.73542903,0.058269604709472914,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2018,55.489041095890414,32.71095890410959,-1.2,87.8,81.0,53.5,43.72958904109589,72.6,14.8,2.7,15.3,7.069589041095891,10.7,56.6,27.067671232876716,1113.0,3.0493150684931507,0.007,0.274,0.12018904109589042
85827,Plaskett Meadow,Glen,9/30/2018,9/23/2019,74.88,2019,,-122.8578731,39.73542903,0.058269604709472914,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2019,52.860547945205475,31.93972602739726,4.6,86.5,81.0,53.5,41.941095890410956,69.9,12.1,2.9,16.2,7.083561643835616,11.2,67.3,27.62876712328767,1448.0,3.967123287671233,0.007,0.256,0.11213150684931505
86192,Plaskett Meadow,Glen,9/23/2019,9/28/2020,36.06,2020,,-122.8578731,39.73542903,0.058269604709472914,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2020,56.57158469945355,33.54071038251366,4.9,88.6,81.0,53.5,44.67431693989071,74.2,14.9,2.7,15.3,7.26775956284153,9.6,57.7,27.16857923497268,880.0,2.4043715846994536,0.008,0.272,0.12318852459016394
86558,Plaskett Meadow,Glen,9/28/2020,8/18/2021,23.77,2021,,-122.8578731,39.73542903,0.058269604709472914,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2021,56.164931506849314,33.42054794520548,-1.5,90.7,81.0,53.5,44.39972602739726,75.8,11.9,2.9,17.4,7.232876712328767,10.1,68.9,27.358082191780824,1077.0,2.9506849315068493,0.005,0.287,0.12616712328767124
86923,Plaskett Meadow,Glen,8/18/2021,9/9/2022,49.41,2022,,-122.8578731,39.73542903,0.058269604709472914,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2022,54.23397260273973,32.27726027397261,-0.7,91.6,81.0,53.5,42.683287671232875,77.5,14.0,3.1,15.3,6.876164383561644,8.9,61.1,24.605205479452053,938.0,2.56986301369863,0.005,0.265,0.11673972602739725
87288,Plaskett Meadow,Glen,9/9/2022,9/13/2023,70.56,2023,,-122.8578731,39.73542903,0.058269604709472914,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2023,51.92164383561644,31.70164383561644,3.8,89.8,81.0,53.5,41.28602739726027,74.1,12.1,2.9,13.9,7.294794520547945,11.0,55.0,25.491232876712328,1476.0,4.043835616438356,0.006,0.276,0.10823013698630136
87653,Saddle Camp,Tehama,9/11/2013,9/24/2014,13.82,2014,,-122.8011914,40.16537873,0.05757290234829485,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2014,59.281643835616435,39.72958904109589,18.4,90.8,81.0,53.5,48.84438356164384,74.7,22.2,2.0,12.0,5.681917808219178,8.1,61.3,24.26027397260274,1146.0,3.1397260273972605,0.007,0.264,0.12236438356164382
88018,Saddle Camp,Tehama,9/24/2014,9/9/2015,23.05,2015,,-122.8011914,40.16537873,0.05757290234829485,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2015,59.05287671232877,39.39397260273972,15.2,88.5,81.0,53.5,48.52191780821918,74.8,20.9,1.8,15.3,5.456438356164384,7.8,67.8,23.544383561643837,952.0,2.6082191780821917,0.006,0.254,0.1221945205479452
88383,Saddle Camp,Tehama,9/9/2015,9/19/2016,34.75,2016,,-122.8011914,40.16537873,0.05757290234829485,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2016,56.8,37.76311475409836,12.3,90.8,81.0,53.5,46.69562841530054,76.9,18.7,1.9,12.5,5.7887978142076495,10.5,57.9,25.274863387978144,1348.0,3.6830601092896176,0.007,0.264,0.11615027322404373
88749,Saddle Camp,Tehama,9/19/2016,9/1/2017,43.7,2017,,-122.8011914,40.16537873,0.05757290234829485,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2017,54.24054794520548,32.961643835616435,4.8,89.5,81.0,53.5,43.00383561643836,75.4,12.0,2.9,18.1,7.345479452054795,9.6,79.9,28.333972602739724,1575.0,4.315068493150685,0.006,0.284,0.11365479452054796
89114,Saddle Camp,Tehama,9/1/2017,9/20/2018,14.6,2018,,-122.8011914,40.16537873,0.05757290234829485,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2018,55.489041095890414,32.71095890410959,-1.2,87.8,81.0,53.5,43.72958904109589,72.6,14.8,2.7,15.3,7.069589041095891,10.7,56.6,27.067671232876716,1113.0,3.0493150684931507,0.007,0.274,0.12018904109589042
89479,Saddle Camp,Tehama,9/20/2018,9/3/2019,41.15,2019,,-122.8011914,40.16537873,0.05757290234829485,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2019,52.860547945205475,31.93972602739726,4.6,86.5,81.0,53.5,41.941095890410956,69.9,12.1,2.9,16.2,7.083561643835616,11.2,67.3,27.62876712328767,1448.0,3.967123287671233,0.007,0.256,0.11213150684931505
89844,Saddle Camp,Tehama,9/3/2019,9/22/2020,12.21,2020,,-122.8011914,40.16537873,0.05757290234829485,-122.93295,39.964848,39.964848,-122.93295,1972.0,-28800,America/Los_Angeles,GMT-8,2020,56.57158469945355,33.54071038251366,4.9,88.6,81.0,53.5,44.67431693989071,74.2,14.9,2.7,15.3,7.26775956284153,9.6,57.7,27.16857923497268,1760.0,2.4043715846994536,0.008,0.272,0.12318852459016394
90576,Shaffer Mountain,Lassen,9/18/2013,9/9/2014,5.53,2014,,-120.3575336,40.44736467,0.0945195087902096,-120.58989,40.246044,40.246044,-120.58989,1799.0,-28800,America/Los_Angeles,GMT-8,2014,59.25013698630137,36.933424657534246,-3.5,94.8,81.0,53.5,47.59808219178082,77.5,9.4,2.2,17.6,8.35095890410959,7.4,56.6,24.813698630136987,980.0,2.684931506849315,0.011,0.297,0.1293068493150685
90941,Shaffer Mountain,Lassen,9/9/2014,9/2/2015,14.85,2015,,-120.3575336,40.44736467,0.0945195087902096,-120.58989,40.246044,40.246044,-120.58989,1799.0,-28800,America/Los_Angeles,GMT-8,2015,58.45972602739726,35.459452054794525,-2.0,91.4,81.0,53.5,46.55561643835616,75.8,10.5,2.1,18.9,7.993424657534247,7.4,64.2,23.83041095890411,790.0,2.164383561643836,0.011,0.292,0.12663835616438357
91306,Shaffer Mountain,Lassen,9/2/2015,9/1/2016,12.17,2016,,-120.3575336,40.44736467,0.0945195087902096,-120.58989,40.246044,40.246044,-120.58989,1799.0,-28800,America/Los_Angeles,GMT-8,2016,56.832513661202185,34.75983606557377,-3.9,93.8,81.0,53.5,45.615846994535524,77.7,7.5,2.1,19.2,8.50792349726776,8.5,54.1,25.408196721311473,1165.0,3.1830601092896176,0.007,0.29,0.12478415300546448
91672,Shaffer Mountain,Lassen,9/1/2016,9/12/2017,19.73,2017,,-120.3575336,40.44736467,0.0945195087902096,-120.58989,40.246044,40.246044,-120.58989,1799.0,-28800,America/Los_Angeles,GMT-8,2017,55.87890410958904,35.75890410958904,-1.7,91.9,81.0,53.5,45.51150684931507,78.8,6.5,2.8,20.0,8.655068493150685,8.9,73.4,30.810410958904107,1467.0,4.019178082191781,0.011,0.3,0.12029041095890411
92037,Shaffer Mountain,Lassen,9/12/2017,9/12/2018,11.49,2018,,-120.3575336,40.44736467,0.0945195087902096,-120.58989,40.246044,40.246044,-120.58989,1799.0,-28800,America/Los_Angeles,GMT-8,2018,57.230958904109585,35.34301369863014,-1.2,92.4,81.0,53.5,46.32904109589041,77.0,14.2,3.1,17.9,8.485479452054793,12.8,60.2,29.200821917808216,948.0,2.5972602739726027,0.011,0.299,0.12725753424657535
92402,Shaffer Mountain,Lassen,9/12/2018,9/11/2019,17.0,2019,,-120.3575336,40.44736467,0.0945195087902096,-120.58989,40.246044,40.246044,-120.58989,1799.0,-28800,America/Los_Angeles,GMT-8,2019,54.170136986301365,34.672876712328765,0.7,87.9,81.0,53.5,44.302465753424656,73.6,14.2,2.5,17.6,8.287123287671234,8.9,69.6,28.966301369863015,1400.0,3.835616438356164,0.009,0.284,0.1166986301369863
92767,Shaffer Mountain,Lassen,9/11/2019,9/2/2020,8.81,2020,,-120.3575336,40.44736467,0.0945195087902096,-120.58989,40.246044,40.246044,-120.58989,1799.0,-28800,America/Los_Angeles,GMT-8,2020,58.02814207650273,35.82185792349726,6.5,92.6,81.0,53.5,46.93224043715847,77.7,16.0,2.6,16.6,8.55464480874317,7.8,59.3,29.499453551912566,731.0,1.9972677595628416,0.015,0.306,0.1304808743169399
93133,Shaffer Mountain,Lassen,9/22/2023,8/29/2023,16.77,2023,,-120.3575336,40.44736467,0.0945195087902096,-120.58989,40.246044,40.246044,-120.58989,1799.0,-28800,America/Los_Angeles,GMT-8,2023,53.95780821917808,33.90383561643836,4.0,94.4,81.0,53.5,43.69041095890411,77.6,9.3,2.3,17.0,8.121917808219179,8.5,62.4,26.31150684931507,1183.0,3.241095890410959,0.009,0.301,0.11664383561643836
93498,Stouts Meadow,Shasta,9/10/2013,9/11/2014,49.99,2014,,-121.9395853,41.1689058,0.10769867745792933,-122.19829,41.370823,41.370823,-122.19829,2238.0,-28800,America/Los_Angeles,GMT-8,2014,52.43150684931507,33.44602739726027,-0.7,87.6,81.0,53.5,42.44465753424657,71.2,6.4,3.0,13.7,6.8991780821917805,8.3,78.3,28.042465753424658,1432.0,3.9232876712328766,0.007,0.267,0.1125095890410959
93863,Stouts Meadow,Shasta,9/11/2014,9/23/2015,69.93,2015,,-121.9395853,41.1689058,0.10769867745792933,-122.19829,41.370823,41.370823,-122.19829,2238.0,-28800,America/Los_Angeles,GMT-8,2015,52.19945205479452,33.1854794520548,2.2,86.6,81.0,53.5,42.205479452054796,72.4,9.9,2.7,15.7,6.534794520547945,8.9,82.8,26.031232876712327,1250.0,3.4246575342465753,0.008,0.257,0.11052876712328769
94228,Stouts Meadow,Shasta,9/23/2015,8/29/2016,93.62,2016,,-121.9395853,41.1689058,0.10769867745792933,-122.19829,41.370823,41.370823,-122.19829,2238.0,-28800,America/Los_Angeles,GMT-8,2016,49.53825136612022,31.803825136612023,-2.1,87.0,81.0,53.5,40.3207650273224,72.2,5.6,3.4,14.8,6.985792349726776,9.6,71.4,29.064480874316942,1693.0,4.6256830601092895,0.008,0.246,0.10632786885245901
94594,Stouts Meadow,Shasta,8/29/2016,8/25/2017,153.8,2017,,-121.9395853,41.1689058,0.10769867745792933,-122.19829,41.370823,41.370823,-122.19829,2238.0,-28800,America/Los_Angeles,GMT-8,2017,48.55726027397261,31.457808219178084,0.6,85.5,81.0,53.5,39.82493150684932,74.4,6.8,2.2,13.9,6.579178082191781,11.9,106.7,41.75397260273973,1973.0,5.405479452054794,0.007,0.275,0.1035945205479452
94959,Stouts Meadow,Shasta,8/25/2017,8/5/2018,68.75,2018,,-121.9395853,41.1689058,0.10769867745792933,-122.19829,41.370823,41.370823,-122.19829,2238.0,-28800,America/Los_Angeles,GMT-8,2018,48.967123287671235,31.412328767123288,-0.5,83.1,81.0,53.5,40.08164383561644,69.7,7.4,2.1,12.7,6.415616438356164,12.1,94.0,39.5172602739726,1489.0,4.079452054794521,0.008,0.255,0.1072958904109589
95324,Stouts Meadow,Shasta,8/5/2018,9/9/2019,109.18,2019,,-121.9395853,41.1689058,0.10769867745792933,-122.19829,41.370823,41.370823,-122.19829,2238.0,-28800,America/Los_Angeles,GMT-8,2019,46.55561643835616,30.325753424657535,3.0,82.1,81.0,53.5,38.30301369863014,70.8,8.8,2.5,12.5,6.4030136986301365,13.6,95.3,39.87287671232877,2015.0,5.52054794520548,0.007,0.242,0.1002849315068493
95689,Stouts Meadow,Shasta,9/9/2019,9/3/2020,49.85,2020,,-121.9395853,41.1689058,0.10769867745792933,-122.19829,41.370823,41.370823,-122.19829,2238.0,-28800,America/Los_Angeles,GMT-8,2020,49.811202185792354,31.92021857923497,2.1,84.3,81.0,53.5,40.75218579234973,73.7,12.2,2.9,11.9,6.377868852459017,13.6,84.6,39.180601092896175,1240.0,3.387978142076503,0.008,0.257,0.11
96055,Stouts Meadow,Shasta,9/3/2020,9/19/2021,31.49,2021,,-121.9395853,41.1689058,0.10769867745792933,-122.19829,41.370823,41.370823,-122.19829,2238.0,-28800,America/Los_Angeles,GMT-8,2021,49.16794520547945,31.782739726027398,3.3,86.5,81.0,53.5,40.433150684931505,73.8,9.3,1.6,13.4,6.621369863013699,12.8,77.8,40.785479452054794,1496.0,4.098630136986301,0.005,0.274,0.1116027397260274
96420,Stouts Meadow,Shasta,9/19/2021,10/28/2022,54.41,2022,,-121.9395853,41.1689058,0.10769867745792933,-122.19829,41.370823,41.370823,-122.19829,2238.0,-28800,America/Los_Angeles,GMT-8,2022,48.66849315068493,31.302739726027397,3.6,87.6,81.0,53.5,39.912328767123284,76.1,10.6,2.1,12.3,6.546575342465753,11.6,77.6,36.43013698630137,1209.0,3.3123287671232875,0.007,0.267,0.10672328767123287
96785,Stouts Meadow,Shasta,10/28/2022,9/9/2023,97.78,2023,,-121.9395853,41.1689058,0.10769867745792933,-122.19829,41.370823,41.370823,-122.19829,2238.0,-28800,America/Los_Angeles,GMT-8,2023,46.00767123287671,30.266575342465753,2.3,84.1,81.0,53.5,38.0158904109589,70.2,7.7,2.7,15.8,6.748219178082191,12.8,101.1,37.28849315068493,1937.0,5.306849315068493,0.006,0.256,0.09939726027397261
97150,Swain Mountain,Lassen,9/23/2013,9/16/2014,23.23,2014,,-121.1003487,40.44495836,0.008680946028779106,-121.14406,40.52724,40.52724,-121.14406,1851.0,-28800,America/Los_Angeles,GMT-8,2014,57.72410958904109,37.76575342465753,6.1,91.2,81.0,53.5,47.12876712328767,76.1,12.8,2.3,19.0,8.43945205479452,9.2,70.0,25.332602739726028,1302.0,3.5671232876712327,0.008,0.287,0.12567123287671234
97515,Swain Mountain,Lassen,9/16/2014,9/23/2015,34.38,2015,,-121.1003487,40.44495836,0.008680946028779106,-121.14406,40.52724,40.52724,-121.14406,1851.0,-28800,America/Los_Angeles,GMT-8,2015,57.42027397260274,36.97671232876712,-0.7,90.8,81.0,53.5,46.61972602739726,76.2,11.9,2.2,24.0,8.135342465753425,7.6,74.3,24.436712328767122,1065.0,2.9178082191780823,0.008,0.28,0.124213698630137
97880,Swain Mountain,Lassen,9/23/2015,9/21/2016,45.76,2016,,-121.1003487,40.44495836,0.008680946028779106,-121.14406,40.52724,40.52724,-121.14406,1851.0,-28800,America/Los_Angeles,GMT-8,2016,55.10327868852459,36.05874316939891,-2.2,91.5,81.0,53.5,45.20846994535519,78.5,8.8,2.7,19.4,8.731967213114755,10.3,56.1,26.11393442622951,1538.0,4.202185792349726,0.006,0.287,0.12027049180327869
98246,Swain Mountain,Lassen,9/21/2016,9/21/2017,68.96,2017,,-121.1003487,40.44495836,0.008680946028779106,-121.14406,40.52724,40.52724,-121.14406,1851.0,-28800,America/Los_Angeles,GMT-8,2017,55.00986301369863,36.283013698630135,1.6,91.1,81.0,53.5,45.20356164383561,78.8,13.6,4.9,24.2,11.116438356164384,8.1,68.9,27.97287671232877,1624.0,4.449315068493151,0.005,0.31,0.12303561643835617
98611,Swain Mountain,Lassen,9/21/2017,9/6/2018,34.72,2018,,-121.1003487,40.44495836,0.008680946028779106,-121.14406,40.52724,40.52724,-121.14406,1851.0,-28800,America/Los_Angeles,GMT-8,2018,56.42164383561644,36.48849315068493,-0.7,91.0,81.0,53.5,46.110410958904104,75.6,14.4,4.9,21.2,10.381369863013699,11.6,62.0,26.54794520547945,1103.0,3.021917808219178,0.008,0.317,0.12995068493150685
98976,Swain Mountain,Lassen,9/6/2018,9/25/2019,47.68,2019,,-121.1003487,40.44495836,0.008680946028779106,-121.14406,40.52724,40.52724,-121.14406,1851.0,-28800,America/Los_Angeles,GMT-8,2019,53.639452054794525,35.4027397260274,4.9,89.4,81.0,53.5,44.08849315068493,73.5,15.8,4.0,23.3,10.436712328767124,7.8,66.7,26.407397260273974,1637.0,4.484931506849315,0.007,0.283,0.1184958904109589
99341,Swain Mountain,Lassen,9/25/2019,9/10/2020,27.36,2020,,-121.1003487,40.44495836,0.008680946028779106,-121.14406,40.52724,40.52724,-121.14406,1851.0,-28800,America/Los_Angeles,GMT-8,2020,56.99289617486339,36.81147540983606,8.0,90.5,81.0,53.5,46.54234972677595,76.8,14.7,5.0,24.7,10.142896174863388,9.8,49.2,25.736885245901643,930.0,2.540983606557377,0.009,0.301,0.1325601092896175
99707,Sweagert Flat,Modoc,9/16/2013,9/8/2014,24.11,2014,,-120.7943374,41.23736078,0.2837481994475276,-120.30217,41.441124,41.441124,-120.30217,2035.0,-28800,America/Los_Angeles,GMT-8,2014,55.29835616438356,34.87424657534247,-13.2,88.6,81.0,53.5,45.01808219178082,74.9,-0.0,3.4,18.3,8.453150684931508,9.4,61.3,25.46958904109589,1102.0,3.0191780821917806,0.009,0.294,0.12617534246575343
100072,Sweagert Flat,Modoc,9/8/2014,9/8/2015,27.45,2015,,-120.7943374,41.23736078,0.2837481994475276,-120.30217,41.441124,41.441124,-120.30217,2035.0,-28800,America/Los_Angeles,GMT-8,2015,54.49287671232877,34.03534246575342,-9.5,87.9,81.0,53.5,44.25095890410959,76.2,1.2,2.9,17.0,8.02958904109589,10.3,67.8,23.931506849315067,1095.0,3.0,0.011,0.277,0.12186301369863015
100437,Sweagert Flat,Modoc,9/8/2015,9/21/2016,36.37,2016,,-120.7943374,41.23736078,0.2837481994475276,-120.30217,41.441124,41.441124,-120.30217,2035.0,-28800,America/Los_Angeles,GMT-8,2016,52.0827868852459,32.84945355191257,-9.3,88.7,81.0,53.5,42.59535519125683,75.2,-2.6,3.4,21.1,8.593715846994536,6.7,70.0,26.012021857923497,1245.0,3.401639344262295,0.009,0.283,0.11980054644808744
100803,Sweagert Flat,Modoc,9/21/2016,9/10/2017,41.2,2017,,-120.7943374,41.23736078,0.2837481994475276,-120.30217,41.441124,41.441124,-120.30217,2035.0,-28800,America/Los_Angeles,GMT-8,2017,51.544657534246575,33.718356164383565,-1.5,87.4,81.0,53.5,42.722191780821916,75.8,3.5,3.9,24.6,10.864657534246575,9.4,64.4,28.541917808219175,1612.0,4.416438356164384,0.008,0.295,0.1169041095890411
101168,Sweagert Flat,Modoc,9/21/2017,9/10/2018,29.04,2018,,-120.7943374,41.23736078,0.2837481994475276,-120.30217,41.441124,41.441124,-120.30217,2035.0,-28800,America/Los_Angeles,GMT-8,2018,52.51205479452055,32.82136986301369,-6.6,91.1,81.0,53.5,42.91561643835617,75.0,6.0,3.8,22.0,10.19917808219178,8.3,68.7,26.645479452054797,1213.0,3.3232876712328765,0.009,0.291,0.11969315068493151
101533,Sweagert Flat,Modoc,9/10/2018,9/16/2019,39.11,2019,,-120.7943374,41.23736078,0.2837481994475276,-120.30217,41.441124,41.441124,-120.30217,2035.0,-28800,America/Los_Angeles,GMT-8,2019,49.732328767123285,32.255616438356164,1.9,83.7,81.0,53.5,41.224657534246575,70.6,11.5,2.9,19.5,10.026027397260274,8.3,57.7,26.262739726027398,1538.0,4.213698630136986,0.007,0.279,0.11113698630136985
101898,Sweagert Flat,Modoc,9/16/2019,9/2/2020,24.64,2020,,-120.7943374,41.23736078,0.2837481994475276,-120.30217,41.441124,41.441124,-120.30217,2035.0,-28800,America/Los_Angeles,GMT-8,2020,52.942622950819676,33.54836065573771,1.4,89.6,81.0,53.5,43.51120218579235,74.4,8.6,4.2,20.4,10.536612021857923,8.9,60.6,27.272404371584702,1134.0,3.098360655737705,0.009,0.299,0.1242049180327869
102264,Sweagert Flat,Modoc,9/2/2020,9/1/2021,18.05,2021,,-120.7943374,41.23736078,0.2837481994475276,-120.30217,41.441124,41.441124,-120.30217,2035.0,-28800,America/Los_Angeles,GMT-8,2021,53.43424657534246,34.00493150684931,-1.2,90.6,81.0,53.5,43.92493150684932,77.9,13.1,3.6,21.5,10.59945205479452,7.6,61.1,27.169315068493148,1219.0,3.33972602739726,0.008,0.336,0.1271178082191781
102629,Sweagert Flat,Modoc,9/1/2021,10/20/2022,27.78,2022,,-120.7943374,41.23736078,0.2837481994475276,-120.30217,41.441124,41.441124,-120.30217,2035.0,-28800,America/Los_Angeles,GMT-8,2022,52.170136986301365,32.37452054794521,1.3,89.9,81.0,53.5,42.57178082191781,78.3,7.3,3.2,26.4,10.521095890410958,6.7,69.3,25.912328767123288,1169.0,3.202739726027397,0.007,0.308,0.12086027397260274
102994,Sweagert Flat,Modoc,10/20/2022,8/28/2023,36.53,2023,,-120.7943374,41.23736078,0.2837481994475276,-120.30217,41.441124,41.441124,-120.30217,2035.0,-28800,America/Los_Angeles,GMT-8,2023,49.966849315068494,31.833972602739724,1.6,88.0,81.0,53.5,40.88493150684931,73.4,7.4,3.0,22.1,9.677260273972601,7.8,52.6,24.286027397260273,1423.0,3.8986301369863012,0.009,0.309,0.11055890410958905
103359,Three Mile Valley,Plumas,9/30/2013,9/15/2014,19.93,2014,,-120.5714546,39.90169747,0.004704868644440872,-120.54468,39.964848,39.964848,-120.54468,1680.0,-28800,America/Los_Angeles,GMT-8,2014,60.942465753424656,38.18082191780822,3.4,95.2,81.0,53.5,49.05205479452055,78.6,11.1,2.7,16.7,7.666301369863013,8.3,64.9,25.78986301369863,980.0,2.684931506849315,0.011,0.29,0.13188219178082192
103724,Three Mile Valley,Plumas,9/15/2014,9/15/2015,26.8,2015,,-120.5714546,39.90169747,0.004704868644440872,-120.54468,39.964848,39.964848,-120.54468,1680.0,-28800,America/Los_Angeles,GMT-8,2015,60.007397260273976,36.68356164383562,-0.8,91.2,81.0,53.5,47.94356164383562,76.8,10.6,2.3,19.5,7.488219178082192,8.5,72.7,24.809041095890407,792.0,2.16986301369863,0.011,0.277,0.1287698630136986
104089,Three Mile Valley,Plumas,9/15/2015,9/14/2016,39.38,2016,,-120.5714546,39.90169747,0.004704868644440872,-120.54468,39.964848,39.964848,-120.54468,1680.0,-28800,America/Los_Angeles,GMT-8,2016,58.452185792349724,36.33606557377049,-2.8,94.8,81.0,53.5,47.18524590163934,78.7,8.0,3.1,17.2,7.9724043715847,8.7,62.6,26.970765027322404,1163.0,3.1775956284153004,0.008,0.289,0.12737158469945356
104455,Three Mile Valley,Plumas,9/14/2016,9/13/2017,63.84,2017,,-120.5714546,39.90169747,0.004704868644440872,-120.54468,39.964848,39.964848,-120.54468,1680.0,-28800,America/Los_Angeles,GMT-8,2017,57.82904109589041,37.36794520547945,3.9,92.9,81.0,53.5,47.12958904109589,79.1,13.2,4.5,18.8,9.325479452054795,11.0,69.3,27.332602739726028,1595.0,4.36986301369863,0.01,0.303,0.12436164383561644
104820,Three Mile Valley,Plumas,9/13/2017,9/24/2018,34.73,2018,,-120.5714546,39.90169747,0.004704868644440872,-120.54468,39.964848,39.964848,-120.54468,1680.0,-28800,America/Los_Angeles,GMT-8,2018,59.4627397260274,36.94767123287671,-2.0,95.9,81.0,53.5,47.85506849315068,77.9,10.7,4.3,18.4,9.049041095890411,9.6,59.5,25.839726027397262,1006.0,2.756164383561644,0.012,0.303,0.13295342465753424
105185,Three Mile Valley,Plumas,9/24/2018,9/28/2019,44.16,2019,,-120.5714546,39.90169747,0.004704868644440872,-120.54468,39.964848,39.964848,-120.54468,1680.0,-28800,America/Los_Angeles,GMT-8,2019,56.20109589041096,36.33534246575342,8.6,92.0,81.0,53.5,45.82356164383561,75.8,14.6,3.5,19.9,8.94,7.6,65.1,26.216986301369865,1522.0,4.16986301369863,0.01,0.281,0.12127945205479453
